Errors for Brill Tagger 'rules.yaml'

             left context |    word/test->gold     | right context
E- or/CC *-1/-NONE- to/TO |     prevent/NN->VB     | the/DT client/NN from/IN 
ent/NN from/IN *-4/-NONE- |   committing/NN->VBG   | a/DT criminal/JJ act/NN t
NONE- committing/VBG a/DT |    criminal/NN->JJ     | act/NN that/WDT *T*-2/-NO
WDT *T*-2/-NONE- could/MD |     result/NN->VB      | in/IN death/NN ./.
fficials/NNS of/IN the/DT |      IRS/NN->NNP       | and/CC the/DT Justice/NNP
/DT IRS/NNP and/CC the/DT |    Justice/NN->NNP     | Department/NNP ,/, which/
artment/NNP ,/, which/WDT |   *T*-133/NN->-NONE-   | would/MD bring/VB any/DT 
/VB any/DT enforcement/NN |    actions/NN->NNS     | against/IN taxpayers/NNS 
NN actions/NNS against/IN |   taxpayers/NN->NNS    | ,/, *-1/-NONE- to/TO disc
/NNS ,/, *-1/-NONE- to/TO |     discuss/NN->VB     | the/DT issue/NN last/JJ M
- *T*-1/-NONE- ,/, the/DT |    Justice/NN->NNP     | Department/NNP assured/VB
ustice/NNP Department/NNP |    assured/NN->VBD     | him/PRP that/IN enforceme
NNS would/MD n't/RB be/VB |   threatened/NN->VBN   | *-2/-NONE- against/IN att
VBN *-2/-NONE- against/IN |   attorneys/NN->NNS    | without/IN further/JJ rev
 attorneys/NNS without/IN |    further/RBR->JJ     | review/NN and/CC advance/
oss/NNP said/VBD 0/-NONE- |      IRS/NN->NNP       | officials/NNS opposed/VBD
NE- IRS/NNP officials/NNS |    opposed/VBN->VBD    | the/DT Justice/NNP Depart
ls/NNS opposed/VBD the/DT |    Justice/NN->NNP     | Department/NNP 's/POS mod
NNP Department/NNP 's/POS |    moderate/NN->JJ     | stance/NN on/IN the/DT ma
      But/CC in/IN the/DT |    letters/NN->NNS     | sent/VBN */-NONE- in/IN r
 in/IN the/DT letters/NNS |      sent/NN->VBN      | */-NONE- in/IN recent/JJ 
IN recent/JJ days/NNS ,/, |  Christopher/NN->NNP   | J./NNP Lezovich/NNP of/IN
/, Christopher/NNP J./NNP |    Lezovich/NN->NNP    | of/IN the/DT IRS/NNP comp
Lezovich/NNP of/IN the/DT |      IRS/NN->NNP       | computing/NN center/NN in
puting/NN center/NN in/IN |    Detroit/NN->NNP     | ,/, told/VBD attorneys/NN
/NN in/IN Detroit/NNP ,/, |      told/NN->VBD      | attorneys/NNS that/IN ``/
 Detroit/NNP ,/, told/VBD |   attorneys/NN->NNS    | that/IN ``/`` */-NONE- fa
/, told/VBD attorneys/NNS |      that/WDT->IN      | ``/`` */-NONE- failing/VB
ONE- to/TO voluntarily/RB |     submit/NN->VB      | the/DT requested/VBN info
N information/NN could/MD |     result/NN->VB      | in/IN summons/NN enforcem
nt/NN action/NN being/VBG |   initiated/NN->VBN    | *-2/-NONE- ./. ''/''
e/DT cases/NNS ,/, the/DT |      IRS/NN->NNP       | asked/VBD for/IN informat
VBD for/IN information/NN |     dating/NN->VBG     | back/RB to/TO forms/NNS 0
information/NN dating/VBG |      back/VB->RB       | to/TO forms/NNS 0/-NONE- 
 dating/VBG back/RB to/TO |     forms/NN->NNS      | 0/-NONE- it/PRP received/
forms/NNS 0/-NONE- it/PRP |   received/VBN->VBD    | *T*-1/-NONE- in/IN 1985/C
pokesman/NN for/IN the/DT |      IRS/NN->NNP       | confirmed/VBD that/IN ``/
/NN for/IN the/DT IRS/NNP |   confirmed/VBN->VBD   | that/IN ``/`` there/EX ha
een/VBN correspondence/NN |     mailed/NN->VBN     | */-NONE- about/IN incompl
E- about/IN incomplete/JJ |     8300s/NN->NNS      | ,/, ''/'' but/CC he/PRP d
/TO say/VB why/WRB the/DT |    letters/NN->NNS     | were/VBD sent/VBN *-2/-NO
e/DT letters/NNS were/VBD |      sent/NN->VBN      | *-2/-NONE- to/TO lawyers/
sent/VBN *-2/-NONE- to/TO |    lawyers/NN->NNS     | now/RB ./.
                          |  Individuals/NN->NNS   | familiar/JJ with/IN the/D
          Individuals/NNS |    familiar/NN->JJ     | with/IN the/DT Justice/NN
amiliar/JJ with/IN the/DT |    Justice/NN->NNP     | Department/NNP 's/POS pol
olicy/NN said/VBD that/IN |     Justice/NN->JJ     | officials/NNS had/VBD n't
knowledge/NN of/IN the/DT |      IRS/NN->NNP       | 's/POS actions/NNS in/IN 
/IN the/DT IRS/NNP 's/POS |    actions/NN->NNS     | in/IN the/DT last/JJ week
                          |    Lawyers/NN->NNS     | worry/VBP that/IN if/IN t
 about/IN clients/NNS ,/, |      that/IN->DT       | data/NN could/MD quickly/
N clients/NNS ,/, that/DT |      data/NNS->NN      | could/MD quickly/RB end/V
ta/NN could/MD quickly/RB |       end/NN->VB       | up/RP in/IN the/DT hands/
end/VB up/RP in/IN the/DT |     hands/NN->NNS      | of/IN prosecutors/NNS ./.
                          |  Prosecutors/NN->NNS   | need/VBP court/NN permiss
          Prosecutors/NNS |      need/NN->VBP      | court/NN permission/NN *-
O obtain/VB the/DT tax/NN |    returns/VBZ->NNS    | of/IN an/DT individual/NN
N returns/NNS of/IN an/DT |   individual/JJ->NN    | or/CC a/DT business/NN ./
 But/CC they/PRP have/VBP |    obtained/NN->VBN    | 8300/JJ forms/NNS without
PRP have/VBP obtained/VBN |      8300/CD->JJ       | forms/NNS without/IN cour
/VBP obtained/VBN 8300/JJ |     forms/NN->NNS      | without/IN court/NN permi
t/NN permission/NN and/CC |     used/VBN->VBD      | the/DT information/NN *-1
 *-1/-NONE- to/TO help/VB |     develop/NN->VB     | criminal/JJ cases/NNS ./.
 to/TO help/VB develop/VB |    criminal/NN->JJ     | cases/NNS ./.
                  Some/DT |    criminal/NN->JJ     | lawyers/NNS speculated/VB
      Some/DT criminal/JJ |    lawyers/NN->NNS     | speculated/VBD that/IN th
T criminal/JJ lawyers/NNS |  speculated/VBN->VBD   | that/IN the/DT IRS/NNP wa
ulated/VBD that/IN the/DT |      IRS/NN->NNP       | was/VBD sending/VBG the/D
IN the/DT IRS/NNP was/VBD |    sending/NN->VBG     | the/DT letters/NNS *-1/-N
as/VBD sending/VBG the/DT |    letters/NN->NNS     | *-1/-NONE- to/TO test/VB 
ters/NNS *-1/-NONE- to/TO |      test/NN->VB       | the/DT issue/NN ./.
-NONE- to/TO recognize/VB |   attorneys/NN->NNS    | '/POS assertions/NNS that
ecognize/VB attorneys/NNS |       '/''->POS        | assertions/NNS that/IN in
ze/VB attorneys/NNS '/POS |   assertions/NN->NNS   | that/IN information/NN re
/NNS '/POS assertions/NNS |      that/WDT->IN      | information/NN relating/V
NS that/IN information/NN |    relating/NN->VBG    | to/TO fees/NNS from/IN cl
ients/NNS should/MD be/VB |  confidential/NN->JJ   | ./.
                          |       THE/NN->DT       | WAR/NN OVER/IN FEDERAL/JJ
            THE/DT WAR/NN |      OVER/NN->IN       | FEDERAL/JJ JUDICIAL/JJ SA
    THE/DT WAR/NN OVER/IN |     FEDERAL/NN->JJ     | JUDICIAL/JJ SALARIES/NNS 
WAR/NN OVER/IN FEDERAL/JJ |    JUDICIAL/NN->JJ     | SALARIES/NNS takes/VBZ a/
IN FEDERAL/JJ JUDICIAL/JJ |    SALARIES/NN->NNS    | takes/VBZ a/DT victim/NN 
                          |      Often/NN->RB      | ,/, judges/NNS ease/VBP i
             Often/RB ,/, |     judges/NN->NNS     | ease/VBP into/IN more/RBR
  Often/RB ,/, judges/NNS |      ease/NN->VBP      | into/IN more/RBR lucrativ
ease/VBP into/IN more/RBR |    lucrative/NN->JJ    | private/JJ practice/NN wi
t/RB federal/JJ Judge/NNP |      Raul/NN->NNP      | A./NN Ramirez/NNP in/IN S
ral/JJ Judge/NNP Raul/NNP |       A./NNP->NN       | Ramirez/NNP in/IN Sacrame
 Judge/NNP Raul/NNP A./NN |    Ramirez/NN->NNP     | in/IN Sacramento/NNP ,/, 
P A./NN Ramirez/NNP in/IN |   Sacramento/NN->NNP   | ,/, Calif/NNP ./.
 in/IN Sacramento/NNP ,/, |     Calif/NN->NNP      | ./.
y/NNP ,/, the/DT judge/NN |    called/VBN->VBD     | a/DT news/NN conference/N
B 0/-NONE- he/PRP was/VBD |    quitting/NN->VBG    | */-NONE- effective/JJ Dec
VBG */-NONE- effective/JJ |      Dec./NNP->NN      | 31/CD *-2/-NONE- to/TO jo
-NONE- to/TO join/VB a/DT |      San/NN->NNP       | Francisco/NNP law/NN firm
o/TO join/VB a/DT San/NNP |   Francisco/NN->NNP    | law/NN firm/NN ./.
ngress/NNP */-NONE- to/TO |      give/VBP->VB      | federal/JJ judges/NNS a/D
 to/TO give/VB federal/JJ |     judges/NN->NNS     | a/DT raise/NN ./.
ederal/JJ judges/NNS a/DT |      raise/VB->NN      | ./.
`/`` A/DT couple/NN of/IN |      my/NN->PRP$       | law/NN clerks/NNS were/VB
e/NN of/IN my/PRP$ law/NN |     clerks/NN->NNS     | were/VBD going/VBG *-1/-N
oing/VBG *-1/-NONE- to/TO |      pass/NN->VB       | me/PRP in/IN three/CD or/
 *-1/-NONE- to/TO pass/VB |       me/NN->PRP       | in/IN three/CD or/CC four
 ,/, and/CC I/PRP was/VBD |     afraid/NN->JJ      | 0/-NONE- I/PRP was/VBD go
,/, ''/'' the/DT judge/NN |    quipped/NN->VBD     | *T*-4/-NONE- in/IN an/DT 
                          |    Federal/NNP->JJ     | judges/NNS make/VBP $/$ 8
               Federal/JJ |     judges/NN->NNS     | make/VBP $/$ 89,500/CD *U
    Federal/JJ judges/NNS |      make/VB->VBP      | $/$ 89,500/CD *U*/-NONE- 
uary/NNP ,/, Congress/NNP |   rejected/VBN->VBD    | a/DT bill/NN that/WDT *T*
1/-NONE- would/MD have/VB |   increased/VBD->VBN   | their/PRP$ pay/NN by/IN 5
 increased/VBN their/PRP$ |       pay/VB->NN       | by/IN 50/CD %/NN ./.
                Judge/NNP |    Ramirez/NN->NNP     | ,/, 44/CD ,/, said/VBD 0/
PRP *EXP*-3/-NONE- is/VBZ |     unjust/NN->JJ      | for/IN judges/NNS to/TO m
- is/VBZ unjust/JJ for/IN |     judges/NN->NNS     | to/TO make/VB what/WP the
                    ``/`` |     Judges/NN->NNS     | are/VBP not/RB getting/VB
ting/VBG what/WP they/PRP |    deserve/VB->VBP     | *T*-1/-NONE- ./.
                  You/PRP |      look/NN->VBP      | around/RP at/IN professio
         You/PRP look/VBP |     around/RB->RP      | at/IN professional/JJ bal
 look/VBP around/RP at/IN |  professional/NN->JJ   | ballplayers/NNS or/CC acc
/JJ ballplayers/NNS or/CC |  accountants/NN->NNS   | .../: and/CC nobody/NN bl
NS .../: and/CC nobody/NN |     blinks/NN->VBZ     | an/DT eye/NN ./.
         When/WRB you/PRP |    become/VBN->VBP     | a/DT federal/JJ judge/NN 
NE- ,/, all/DT of/IN a/DT |     sudden/NN->JJ      | you/PRP are/VBP relegated
sudden/JJ you/PRP are/VBP |   relegated/NN->VBN    | *-2/-NONE- to/TO a/DT pal
VBN *-2/-NONE- to/TO a/DT |     paltry/NN->JJ      | sum/NN ./. ''/''
is/PRP$ new/JJ job/NN ,/, |       as/RB->IN        | partner/NN in/IN charge/N
itigation/NN in/IN the/DT |   Sacramento/NN->NNP   | office/NN of/IN Orrick/NN
mento/NNP office/NN of/IN |     Orrick/NN->NNP     | ,/, Herrington/NNP &/CC S
e/NN of/IN Orrick/NNP ,/, |   Herrington/NN->NNP   | &/CC Sutcliffe/NNP ,/, he
P ,/, Herrington/NNP &/CC |   Sutcliffe/NN->NNP    | ,/, he/PRP will/MD make/V
ined/VBD *-1/-NONE- to/TO |     discuss/NN->VB     | his/PRP$ salary/NN in/IN 
2/-NONE- to/TO be/VB a/DT |   high-priced/NN->JJ   | lawyer/NN ./. ''/''
                          |   DOONESBURY/NN->NNP   | CREATOR'S/NN UNION/NN TRO
NNP CREATOR'S/NN UNION/NN |    TROUBLES/NN->NNS    | are/VBP no/DT laughing/JJ
ROUBLES/NNS are/VBP no/DT |    laughing/NN->JJ     | matter/NN ./.
            Cartoonist/NN |     Garry/NN->NNP      | Trudeau/NNP is/VBZ suing/
  Cartoonist/NN Garry/NNP |    Trudeau/NN->NNP     | is/VBZ suing/VBG the/DT W
ry/NNP Trudeau/NNP is/VBZ |     suing/NN->VBG      | the/DT Writers/NNPS Guild
P is/VBZ suing/VBG the/DT |    Writers/NN->NNPS    | Guild/NNP of/IN America/N
g/VBG the/DT Writers/NNPS |     Guild/NN->NNP      | of/IN America/NNP East/NN
ters/NNPS Guild/NNP of/IN |    America/NN->NNP     | East/NNP for/IN $/$ 11/CD
ild/NNP of/IN America/NNP |      East/NN->NNP      | for/IN $/$ 11/CD million/
*U*/-NONE- ,/, *-1/-NONE- |    alleging/NN->VBG    | 0/-NONE- it/PRP mounted/V
eging/VBG 0/-NONE- it/PRP |    mounted/NN->VBD     | a/DT ``/`` campaign/NN */
ampaign/NN */-NONE- to/TO |     harass/NN->VB      | and/CC punish/VB ''/'' hi
E- to/TO harass/VB and/CC |     punish/NN->VB      | ''/'' him/PRP for/IN */-N
' him/PRP for/IN */-NONE- |    crossing/NN->VBG    | a/DT screenwriters/NNS '/
/-NONE- crossing/VBG a/DT | screenwriters/NN->NNS  | '/POS picket/NN line/NN .
BG a/DT screenwriters/NNS |       '/''->POS        | picket/NN line/NN ./.
        The/DT dispute/NN |    involves/NN->VBZ    | Darkhorse/NNP Productions
T dispute/NN involves/VBZ |   Darkhorse/NN->NNP    | Productions/NNPS Inc./NNP
nvolves/VBZ Darkhorse/NNP |  Productions/NN->NNPS  | Inc./NNP ,/, a/DT TV/NN p
N in/IN which/WDT Mr./NNP |    Trudeau/NN->NNP     | is/VBZ a/DT co-owner/NN *
                  Mr./NNP |    Trudeau/NN->NNP     | ,/, a/DT Writers/NNPS Gui
/NNP Trudeau/NNP ,/, a/DT |    Writers/NN->NNPS    | Guild/NNP member/NN ,/, a
NNP ,/, a/DT Writers/NNPS |     Guild/NN->NNP      | member/NN ,/, also/RB was
er/NN ,/, also/RB was/VBD |    employed/NN->VBN    | *-1/-NONE- as/IN a/DT wri
/IN a/DT writer/NN for/IN |   Darkhorse/NN->NNP    | ,/, which/WDT *T*-134/-NO
rkhorse/NNP ,/, which/WDT |   *T*-134/NN->-NONE-   | was/VBD covered/VBN *-2/-
NONE- by/IN a/DT guild/NN | collective-bargaining/NN->JJ | agreement/NN ./.
P$ lawsuit/NN ,/, Mr./NNP |    Trudeau/NN->NNP     | says/VBZ 0/-NONE- the/DT 
0/-NONE- the/DT strike/NN |    illegally/NN->RB    | included/VBD Darkhorse/NN
illegally/RB included/VBD |   Darkhorse/NN->NNP    | ,/, and/CC the/DT cartoon
d/CC the/DT cartoonist/NN |    refused/VBN->VBD    | *-1/-NONE- to/TO honor/VB
E- the/DT union/NN 's/POS |    lawyers/NN->NNS     | are/VBP reviewing/VBG the
s/POS lawyers/NNS are/VBP |   reviewing/NN->VBG    | the/DT suit/NN ./.
 He/PRP said/VBD 0/-NONE- |  disciplinary/NN->JJ   | proceedings/NNS are/VBP c
J proceedings/NNS are/VBP |  confidential/NN->JJ   | and/CC declined/VBD *-1/-
ined/VBD *-1/-NONE- to/TO |     comment/NN->VB     | on/IN whether/IN any/DT a
-NONE- against/IN Mr./NNP |    Trudeau/NN->NNP     | ./.
                  Mr./NNP |    Trudeau/NN->NNP     | 's/POS attorney/NN ,/, No
ttorney/NN ,/, Norman/NNP |       K./NN->NNP       | Samnick/NNP ,/, said/VBD 
/NN ,/, Norman/NNP K./NNP |    Samnick/NN->NNP     | ,/, said/VBD 0/-NONE- the
ONE- the/DT harassment/NN |    consists/NN->VBZ    | mainly/RB of/IN the/DT gu
arassment/NN consists/VBZ |     mainly/NN->RB      | of/IN the/DT guild/NN 's/
IN the/DT guild/NN 's/POS |    year-long/NN->JJ    | threats/NNS of/IN discipl
ld/NN 's/POS year-long/JJ |    threats/NN->NNS     | of/IN disciplinary/JJ act
long/JJ threats/NNS of/IN |  disciplinary/NN->JJ   | action/NN ./.
                  Mr./NNP |    Samnick/NN->NNP     | said/VBD 0/-NONE- a/DT gu
BD 0/-NONE- a/DT guild/NN |  disciplinary/NN->JJ   | hearing/NN is/VBZ schedul
 scheduled/VBN *-1/-NONE- |      next/JJ->IN       | Monday/NNP in/IN New/NNP 
                  Mr./NNP |    Samnick/NN->NNP     | ,/, who/WP *T*-135/-NONE-
NP Samnick/NNP ,/, who/WP |   *T*-135/NN->-NONE-   | will/MD go/VB before/IN t
MD go/VB before/IN the/DT |  disciplinary/NN->JJ   | panel/NN ,/, said/VBD 0/-
T proceedings/NNS are/VBP |     unfair/NN->JJ      | and/CC that/IN any/DT pun
T guild/NN would/MD be/VB |   unjustified/NN->JJ   | ./.
 addition/NN to/TO the/DT |    damages/NN->NNS     | ,/, the/DT suit/NN seeks/
es/NNS ,/, the/DT suit/NN |     seeks/NN->VBZ      | a/DT court/NN order/NN pr
BZ a/DT court/NN order/NN |   preventing/NN->VBG   | the/DT guild/NN from/IN *
ild/NN from/IN *-2/-NONE- |   punishing/NN->VBG    | *RNR*-1/-NONE- or/CC reta
/VBG *RNR*-1/-NONE- or/CC |  retaliating/NN->VBG   | against/IN *RNR*-1/-NONE-
IN *RNR*-1/-NONE- Mr./NNP |    Trudeau/NN->NNP     | ./.
    ABORTION/NN RULING/NN |     UPHELD/NN->VBN     | *-1/-NONE- :/:
IN the/DT U.S./NNP can/MD |       bar/NN->VB       | the/DT use/NN of/IN feder
/NNP can/MD bar/VB the/DT |       use/VB->NN       | of/IN federal/JJ funds/NN
deral/JJ funds/NNS for/IN | family-planning/NN->JJ | programs/NNS that/WDT *T*
for/IN family-planning/JJ |    programs/NN->NNS    | that/WDT *T*-1/-NONE- inc
 *T*-1/-NONE- include/VBP | abortion-related/NN->JJ | services/NNS ./.
e/VBP abortion-related/JJ |    services/NN->NNS    | ./.
P of/IN Health/NNP and/CC |     Human/NN->NNP      | Services/NNPS rule/NN ado
alth/NNP and/CC Human/NNP |   Services/NN->NNPS    | rule/NN adopted/VBN */-NO
C Human/NNP Services/NNPS |      rule/VB->NN       | adopted/VBN */-NONE- in/I
NNP Services/NNPS rule/NN |    adopted/NN->VBN     | */-NONE- in/IN 1988/CD pr
BN */-NONE- in/IN 1988/CD |   prohibits/NN->VBZ    | the/DT use/NN of/IN so-ca
8/CD prohibits/VBZ the/DT |       use/VB->NN       | of/IN so-called/JJ Title/
/IN so-called/JJ Title/NN |       X/NN->NNP        | funds/NNS for/IN programs
NN X/NNP funds/NNS for/IN |    programs/NN->NNS    | that/WDT *T*-136/-NONE- a
/IN programs/NNS that/WDT |   *T*-136/NN->-NONE-   | assist/VBP a/DT woman/NN 
S that/WDT *T*-136/-NONE- |     assist/NN->VBP     | a/DT woman/NN in/IN *-1/-
woman/NN in/IN *-1/-NONE- |   obtaining/NN->VBG    | an/DT abortion/NN ,/, suc
n/NN counseling/NN and/CC |   referrals/NN->NNS    | ./.
                   The/DT |      rule/VB->NN       | also/RB prohibits/VBZ fun
   The/DT rule/NN also/RB |   prohibits/NN->VBZ    | funding/NN for/IN activit
its/VBZ funding/NN for/IN |   activities/NN->NNS   | that/WDT ``/`` *T*-137/-N
vities/NNS that/WDT ``/`` |   *T*-137/NN->-NONE-   | encourage/VBP ,/, promote
/WDT ``/`` *T*-137/-NONE- |   encourage/NN->VBP    | ,/, promote/VBP or/CC adv
/-NONE- encourage/VBP ,/, |    promote/NN->VBP     | or/CC advocate/VBP aborti
VBP ,/, promote/VBP or/CC |    advocate/NN->VBP    | abortion/NN ./. ''/''
                 Title/NN |       X/NN->NNP        | funds/NNS are/VBP the/DT 
eral/JJ funding/NN for/IN | family-planning/NN->JJ | services/NNS ,/, accordin
for/IN family-planning/JJ |    services/NN->NNS    | ,/, according/VBG to/TO t
T opinion/NN by/IN the/DT |     Second/JJ->NNP     | U.S./NNP Circuit/NNP Cour
rcuit/NNP Court/NNP of/IN |    Appeals/NN->NNPS    | in/IN New/NNP York/NNP ./
 ruled/VBD that/IN the/DT |  restrictions/NN->NNS  | do/VBP n't/RB violate/VB 
ictions/NNS do/VBP n't/RB |     violate/NN->VB     | the/DT freedom/NN of/IN s
N of/IN health/NN care/NN |   providers/NN->NNS    | and/CC that/IN the/DT lim
NNS and/CC that/IN the/DT |     limits/NN->NNS     | on/IN counseling/NN servi
s/NNS on/IN counseling/NN |    services/NN->NNS    | do/VBP n't/RB violate/VB 
ervices/NNS do/VBP n't/RB |     violate/NN->VB     | the/DT rights/NNS of/IN p
B the/DT rights/NNS of/IN |    pregnant/NN->JJ     | women/NNS ./.
               INQUIRY/NN |     CLEARS/NN->VBZ     | TEXAS/NNP JUDGE/NN of/IN 
    INQUIRY/NN CLEARS/VBZ |     TEXAS/NN->NNP      | JUDGE/NN of/IN bias/NN in
GE/NN of/IN bias/NN in/IN |    comments/NN->NNS    | on/IN homosexual/JJ murde
 in/IN comments/NNS on/IN |   homosexual/NN->JJ    | murder/NN victims/NNS ./.
N homosexual/JJ murder/NN |    victims/NN->NNS     | ./.
                          |     Dallas/NN->NNP     | District/NNP Judge/NNP Ja
               Dallas/NNP |    District/NN->NNP    | Judge/NNP Jack/NNP Hampto
NP District/NNP Judge/NNP |      Jack/NN->NNP      | Hampton/NNP had/VBD spark
ct/NNP Judge/NNP Jack/NNP |    Hampton/NN->NNP     | had/VBD sparked/VBN calls
k/NNP Hampton/NNP had/VBD |    sparked/NN->VBN     | calls/NNS for/IN a/DT jud
n/NNP had/VBD sparked/VBN |     calls/VBZ->NNS     | for/IN a/DT judicial/JJ i
VBN calls/NNS for/IN a/DT |    judicial/NN->JJ     | inquiry/NN with/IN his/PR
quiry/NN with/IN his/PRP$ |    remarks/NN->NNS     | to/TO the/DT press/NN las
O the/DT press/NN last/JJ |    December/NN->NNP    | ,/, two/CD weeks/NNS afte
s/NNS after/IN *-1/-NONE- |   sentencing/NN->VBG   | an/DT 18-year-old/JJ defe
ONE- sentencing/VBG an/DT |   18-year-old/NN->JJ   | defendant/NN to/TO 30/CD 
ison/NN for/IN *-2/-NONE- |    killing/NN->VBG     | two/CD homosexual/JJ men/
-NONE- killing/VBG two/CD |   homosexual/NN->JJ    | men/NNS in/IN a/DT city/N
  The/DT judge/NN was/VBD |     quoted/NN->VBN     | *-1/-NONE- as/IN *-4/-NON
1/-NONE- as/IN *-4/-NONE- |   referring/NN->VBG    | to/TO the/DT victims/NNS 
eferring/VBG to/TO the/DT |    victims/NN->NNS     | as/IN ``/`` queers/NNS ''
T victims/NNS as/IN ``/`` |     queers/NN->NNS     | ''/'' and/CC *-4/-NONE- s
D n't/RB have/VB been/VBN |    killed/VBD->VBN     | *-2/-NONE- ``/`` if/IN th
P had/VBD n't/RB been/VBN |    cruising/NN->VBG    | the/DT streets/NNS *-3/-N
DT streets/NNS *-3/-NONE- |    picking/NN->VBG     | up/RP teenage/JJ boys/NNS
/-NONE- picking/VBG up/RP |     teenage/NN->JJ     | boys/NNS ./. ''/''
king/VBG up/RP teenage/JJ |      boys/NN->NNS      | ./. ''/''
 But/CC Robert/NNP R./NNP |     Murray/NN->NNP     | ,/, a/DT special/JJ maste
a/DT special/JJ master/NN |   appointed/NN->VBN    | */-NONE- by/IN the/DT Tex
id/VBD 0/-NONE- Judge/NNP |    Hampton/NN->NNP     | did/VBD n't/RB breach/VB 
ampton/NNP did/VBD n't/RB |     breach/NN->VB      | any/DT judicial/JJ standa
D n't/RB breach/VB any/DT |    judicial/NN->JJ     | standards/NNS of/IN fairn
lthough/IN he/PRP did/VBD |     violate/NN->VB     | the/DT state/NN 's/POS ju
VB the/DT state/NN 's/POS |    judicial/NN->JJ     | code/NN by/IN *-1/-NONE- 
 code/NN by/IN *-1/-NONE- |   commenting/NN->VBG   | publicly/RB on/IN a/DT pe
               *-1/-NONE- |   Observing/NN->VBG    | that/IN the/DT judge/NN `
NN ``/`` has/VBZ never/RB |   exhibited/NN->VBN    | any/DT bias/NN or/CC prej
dice/NN ,/, ''/'' Mr./NNP |     Murray/NN->NNP     | concluded/VBD that/IN he/
 ''/'' Mr./NNP Murray/NNP |   concluded/NN->VBD    | that/IN he/PRP ``/`` woul
 Murray/NNP concluded/VBD |      that/WDT->IN      | he/PRP ``/`` would/MD be/
/PRP ``/`` would/MD be/VB |    impartial/NN->JJ    | in/IN any/DT case/NN invo
                  Mr./NNP |     Murray/NN->NNP     | also/RB said/VBD 0/-NONE-
id/VBD 0/-NONE- Judge/NNP |    Hampton/NN->NNP     | 's/POS comments/NNS did/V
ge/NNP Hampton/NNP 's/POS |    comments/NN->NNS    | did/VBD n't/RB discredit/
mments/NNS did/VBD n't/RB |    discredit/NN->VB    | the/DT judiciary/NN or/CC
N is/VBZ subject/JJ to/TO |     review/NN->VB      | by/IN the/DT State/NNP Co
/NNP Commission/NNP on/IN |    Judicial/NN->NNP    | Conduct/NNP ,/, which/WDT
on/NNP on/IN Judicial/NNP |    Conduct/NN->NNP     | ,/, which/WDT *T*-138/-NO
Conduct/NNP ,/, which/WDT |   *T*-138/NN->-NONE-   | is/VBZ empowered/VBN *-1/
WDT *T*-138/-NONE- is/VBZ |   empowered/NN->VBN    | *-1/-NONE- to/TO impose/V
ered/VBN *-1/-NONE- to/TO |     impose/NN->VB      | sanctions/NNS ./.
                          |      GAF/NN->NNP       | TRIAL/NN goes/VBZ to/TO r
                          |   Attorneys/NN->NNS    | in/IN the/DT third/JJ sto
ttorneys/NNS in/IN the/DT |      third/NN->JJ      | stock-manipulation/JJ tri
NNS in/IN the/DT third/JJ | stock-manipulation/NN->JJ | trial/NN of/IN GAF/NNP Co
ulation/JJ trial/NN of/IN |      GAF/NN->NNP       | Corp./NNP began/VBD openi
F/NNP Corp./NNP began/VBD |    opening/NN->VBG     | arguments/NNS yesterday/N
NNP began/VBD opening/VBG |   arguments/NN->NNS    | yesterday/NN in/IN the/DT
yesterday/NN in/IN the/DT |   Manhattan/NN->NNP    | courtroom/NN of/IN U.S./N
urtroom/NN of/IN U.S./NNP |    District/NN->NNP    | Judge/NNP Mary/NNP Johnso
NP District/NNP Judge/NNP |      Mary/NN->NNP      | Johnson/NNP Lowe/NNP ./.
/NNP Mary/NNP Johnson/NNP |      Lowe/NN->NNP      | ./.
              In/IN an/DT |   eight-count/NN->JJ   | indictment/NN ,/, the/DT 
/DT government/NN has/VBZ |    charged/NN->VBN     | GAF/NNP ,/, a/DT Wayne/NN
nt/NN has/VBZ charged/VBN |      GAF/NN->NNP       | ,/, a/DT Wayne/NNP ,/, N.
rged/VBN GAF/NNP ,/, a/DT |     Wayne/NN->NNP      | ,/, N.J./NNP ,/, specialt
NP ,/, a/DT Wayne/NNP ,/, |      N.J./NN->NNP      | ,/, specialty/NN chemical
er/NN ,/, and/CC its/PRP$ |      Vice/NN->NNP      | Chairman/NNP James/NNP T.
 and/CC its/PRP$ Vice/NNP |    Chairman/NN->NNP    | James/NNP T./NNP Sherwin/
rman/NNP James/NNP T./NNP |    Sherwin/NN->NNP     | with/IN *-2/-NONE- attemp
in/NNP with/IN *-2/-NONE- |   attempting/NN->VBG   | *-1/-NONE- to/TO manipula
ting/VBG *-1/-NONE- to/TO |   manipulate/NN->VB    | the/DT common/JJ stock/NN
 stock/NN of/IN Union/NNP |    Carbide/NN->NNP     | Corp./NNP in/IN advance/N
NP in/IN advance/NN of/IN |      GAF/NN->NNP       | 's/POS planned/JJ sale/NN
e/NN of/IN GAF/NNP 's/POS |    planned/VBN->JJ     | sale/NN of/IN a/DT large/
le/NN of/IN a/DT large/JJ |      block/VB->NN      | of/IN the/DT stock/NN in/
   The/DT first/JJ two/CD |      GAF/NN->NNP       | trials/NNS ended/VBD in/I
T first/JJ two/CD GAF/NNP |     trials/NN->NNS     | ended/VBD in/IN mistrials
